Matricula,Nombre,Calificacion 1,Calificacion 2,Calificacion 3
13341,Pedro Ana  Martínez Martínez,91.0,40.0,85.0
16870,Carlos Lucia  Pérez Rodríguez,78.0,45.0,78.0
15898,Luis Angel  López Martínez,95.0,58.0,62.0
15113,Luis Betsua  Pérez González,87.0,74.0,96.0
11371,María Laura  Pérez Rodríguez,100.0,69.0,66.0
10380,Ana Betsua  Fernández Gómez,73.0,76.0,53.0
13917,Leticia María  Martínez Pérez,100.0,54.0,93.0
10456,Leticia Luis  Fernández Rodríguez,44.0,90.0,68.0
19632,Andrés Angel  Fernández Gómez,50.0,55.0,58.0
18399,María Luis  González González,60.0,58.0,45.0
16021,Ana Luis  López López,86.0,72.0,66.0
12512,Luis María  González Rodríguez,48.0,48.0,81.0
17630,Luis María  González Martínez,76.0,78.0,80.0
14233,Leticia Ana  López González,77.0,82.0,61.0
11805,Ana Pedro  González Fernández,86.0,81.0,44.0
19724,Luis Pedro  López Martínez,88.0,55.0,72.0
17326,Pedro Pedro  Pérez Gómez,41.0,44.0,62.0
14562,Sofía Angel  González Fernández,77.0,80.0,65.0
13596,María Juan  Rodríguez González,42.0,75.0,45.0
16270,Laura Angel  Gómez Fernández,68.0,63.0,89.0
16292,Leticia Lucia  Martínez Rodríguez,58.0,80.0,92.0
18303,Sofía Laura  González Martínez,49.0,54.0,69.0
15566,Ana Pedro  Pérez Fernández,44.0,40.0,67.0
13740,Luis Juan  Martínez Pérez,42.0,81.0,69.0
19670,Ana Ana  Fernández Pérez,64.0,85.0,43.0
14323,Laura Angel  Martínez Gómez,91.0,91.0,86.0
11457,María Ana  Martínez Rodríguez,61.0,94.0,99.0
10721,Sofía Juan  Martínez Martínez,44.0,55.0,72.0
12536,Laura Angel  Fernández López,70.0,99.0,76.0
15169,Leticia Lucia  Fernández Fernández,94.0,95.0,66.0
19571,María María  Rodríguez Gómez,91.0,43.0,91.0
19233,Leticia Lucia  Gómez Fernández,45.0,93.0,89.0
17946,Ana Pedro  Fernández Pérez,67.0,77.0,45.0
11037,María Luis  Gómez Fernández,99.0,76.0,76.0
18639,Isabel Carlos  Fernández González,70.0,45.0,63.0
17855,María Lucia  Fernández López,58.0,66.0,61.0
17122,Pedro Juan  Pérez González,48.0,88.0,74.0
15233,Ana Pedro  Martínez Rodríguez,47.0,93.0,97.0
16316,Sofía Lucia  López Fernández,63.0,70.0,78.0
10397,Pedro Betsua  Gómez Fernández,57.0,78.0,48.0
11910,Pedro María  Martínez López,48.0,59.0,70.0
17114,Leticia Angel  Pérez López,95.0,86.0,89.0
19947,Sofía Juan  Fernández González,83.0,44.0,88.0
12188,Isabel Ana  López López,78.0,54.0,84.0
12322,Pedro Juan  Gómez González,97.0,54.0,89.0
10509,Laura Juan  Fernández Fernández,70.0,44.0,53.0
11948,Leticia María  González Martínez,59.0,60.0,87.0
17041,María Laura  González Martínez,99.0,52.0,44.0
14061,Andrés Juan  González Gómez,99.0,83.0,88.0
10520,Carlos Laura  López González,77.0,43.0,97.0
14456,Ana Juan  Fernández Martínez,80.0,95.0,86.0
14328,Laura Juan  López González,85.0,43.0,78.0
16296,Sofía Juan  Gómez Fernández,44.0,45.0,93.0
11891,María Angel  Pérez Rodríguez,60.0,101.0,52.0
15633,Sofía Luis  Fernández Fernández,80.0,88.0,67.0
14778,Ana Angel  González Gómez,42.0,77.0,94.0
16123,Isabel Lucia  López López,66.0,59.0,87.0
13105,Carlos Angel  Rodríguez González,56.0,56.0,40.0
18875,Isabel Laura  Rodríguez Fernández,46.0,97.0,99.0
18878,Laura Betsua  Rodríguez González,43.0,42.0,69.0
10976,Leticia Laura  Martínez González,50.0,46.0,74.0
15550,Andrés Laura  Fernández Gómez,93.0,45.0,92.0
18444,Andrés Luis  Rodríguez Fernández,97.0,84.0,88.0
19047,Andrés María  Pérez Rodríguez,93.0,62.0,75.0
10228,Carlos Angel  López Rodríguez,84.0,49.0,78.0
12644,Isabel Lucia  González López,80.0,43.0,61.0
18117,María Ana  Fernández Gómez,84.0,66.0,64.0
10359,Andrés Pedro  Pérez López,95.0,97.0,60.0
14224,Luis María  Martínez Rodríguez,86.0,100.0,60.0
15432,Leticia Juan  López Gómez,44.0,54.0,48.0
12255,Andrés Lucia  Pérez Gómez,58.0,97.0,45.0
15636,Laura Carlos  González González,55.0,57.0,57.0
11627,Ana Lucia  Fernández Gómez,100.0,40.0,97.0
19195,Leticia Juan  López Gómez,90.0,97.0,57.0
16842,Carlos Angel  Martínez Gómez,65.0,50.0,66.0
11108,Carlos Luis  Pérez González,72.0,52.0,100.0
14120,Leticia Ana  Gómez Gómez,44.0,91.0,62.0
19347,Leticia Laura  López Rodríguez,101.0,66.0,96.0
11707,Pedro María  Fernández Pérez,46.0,81.0,71.0
18531,Leticia Ana  Fernández López,56.0,89.0,86.0
11230,Laura Pedro  Martínez Martínez,77.0,81.0,61.0
19604,Ana Lucia  Pérez Fernández,80.0,93.0,57.0
12101,María Lucia  Rodríguez Martínez,49.0,95.0,94.0
17950,Sofía Angel  López Martínez,83.0,82.0,82.0
10567,Isabel María  Fernández López,80.0,54.0,74.0
18523,Ana Lucia  López Martínez,52.0,79.0,100.0
13660,Ana Juan  Pérez Gómez,84.0,62.0,97.0
15690,Leticia Luis  López Rodríguez,57.0,91.0,95.0
11586,Andrés Luis  Rodríguez Pérez,57.0,91.0,87.0
19138,Isabel Luis  López Martínez,63.0,98.0,50.0
13554,Andrés Ana  López Pérez,66.0,62.0,81.0
12903,Sofía María  López Martínez,68.0,62.0,76.0
13770,Sofía Lucia  López Martínez,87.0,42.0,84.0
16537,Luis Angel  López Pérez,56.0,90.0,79.0
13299,Laura Carlos  Pérez Gómez,51.0,47.0,42.0
19974,Carlos Laura  Gómez Pérez,89.0,85.0,91.0
17192,Sofía Carlos  Pérez Gómez,84.0,96.0,45.0
15708,Ana Juan  Pérez Fernández,58.0,82.0,93.0
12588,Luis Juan  Rodríguez Rodríguez,80.0,82.0,97.0
14410,Laura Laura  Gómez Rodríguez,80.0,62.0,88.0
15710,Sofía Luis  González Rodríguez,98.0,62.0,86.0
18966,Pedro Juan  Fernández Martínez,82.0,54.0,42.0
13289,Laura Ana  Martínez González,93.0,86.0,88.0
13540,Laura Juan  Rodríguez González,81.0,48.0,95.0
17630,Isabel Juan  López Martínez,64.0,93.0,61.0
15140,Pedro Ana  Pérez Gómez,59.0,92.0,96.0
12104,Sofía Luis  González López,85.0,69.0,97.0
14535,Pedro Luis  Pérez Fernández,85.0,41.0,78.0
19193,Sofía Betsua  Gómez Fernández,41.0,96.0,93.0
10007,Sofía Luis  López Fernández,60.0,67.0,60.0
11364,Andrés Ana  López Fernández,45.0,79.0,82.0
15375,Andrés Ana  Gómez Fernández,74.0,99.0,84.0
15052,Pedro Laura  Fernández Martínez,77.0,73.0,67.0
15296,María Angel  López Martínez,47.0,43.0,48.0
10575,Andrés Pedro  Fernández Rodríguez,94.0,96.0,81.0
11385,Laura Angel  González López,61.0,66.0,66.0
10231,Pedro Laura  Pérez López,77.0,40.0,92.0
14790,Leticia Betsua  Martínez Fernández,73.0,93.0,62.0
11878,Laura Angel  Martínez Pérez,80.0,88.0,56.0
12727,Luis Laura  Rodríguez Fernández,85.0,49.0,64.0
14510,Andrés Lucia  González Fernández,44.0,46.0,55.0
13299,Laura Ana  Gómez Gómez,74.0,70.0,55.0
18400,Ana Betsua  Martínez Fernández,53.0,57.0,85.0
19087,Carlos María  Gómez Martínez,64.0,98.0,86.0
15674,Luis Laura  López Gómez,68.0,52.0,81.0
17357,Luis María  Rodríguez Gómez,48.0,62.0,56.0
11456,Carlos Carlos  Martínez Rodríguez,99.0,85.0,69.0
16793,Ana María  Gómez López,75.0,64.0,84.0
18236,Andrés Juan  Gómez Gómez,65.0,47.0,47.0
18714,Ana María  Martínez Rodríguez,50.0,79.0,54.0
16703,María Lucia  Martínez Martínez,62.0,87.0,79.0
12010,Isabel Carlos  Pérez Pérez,81.0,81.0,83.0
11316,Isabel Angel  López Gómez,78.0,91.0,69.0
19725,Andrés Luis  Martínez López,54.0,87.0,85.0
17585,Leticia Juan  González Gómez,86.0,79.0,99.0
15310,Isabel Lucia  Martínez López,72.0,46.0,94.0
12853,Isabel Angel  Martínez López,101.0,65.0,44.0
14858,Leticia Lucia  Martínez Martínez,83.0,80.0,95.0
13949,Sofía Pedro  Fernández López,69.0,43.0,50.0
17159,Ana Betsua  Martínez Martínez,82.0,64.0,89.0
14697,Isabel Juan  González Gómez,99.0,75.0,101.0
10513,Andrés Luis  Martínez Martínez,84.0,62.0,63.0
10375,Leticia María  Gómez Rodríguez,45.0,87.0,73.0
10134,Sofía Angel  Pérez González,87.0,50.0,55.0
14412,Andrés Luis  López Gómez,61.0,90.0,53.0
11248,Sofía María  Martínez González,64.0,45.0,95.0
15130,Ana María  López Fernández,69.0,44.0,86.0
15192,Luis Angel  López Fernández,60.0,89.0,88.0
18975,Isabel Pedro  López Gómez,88.0,71.0,98.0
14709,Leticia Juan  Gómez Gómez,64.0,94.0,57.0
10793,Andrés Ana  Martínez Gómez,48.0,85.0,94.0
14076,Luis Luis  González Pérez,77.0,83.0,96.0
18464,Andrés Betsua  Martínez Fernández,52.0,58.0,51.0
12294,Carlos Luis  Pérez López,42.0,46.0,67.0
14252,María María  Rodríguez Gómez,83.0,60.0,81.0
19783,Luis María  Rodríguez Fernández,46.0,53.0,40.0
10918,Andrés Pedro  López Gómez,95.0,101.0,72.0
16367,Andrés Angel  Fernández Pérez,69.0,55.0,84.0
16858,Andrés Angel  González Martínez,87.0,90.0,98.0
14601,Andrés Betsua  López González,98.0,98.0,83.0
19542,Luis Ana  González Gómez,82.0,86.0,44.0
13693,Sofía Juan  González Martínez,80.0,42.0,60.0
14152,Carlos Betsua  González Pérez,86.0,96.0,80.0
15124,Isabel Laura  Martínez Pérez,81.0,44.0,51.0
18729,Sofía Luis  Gómez González,60.0,49.0,84.0
18019,María Betsua  López Martínez,97.0,66.0,71.0
17353,Laura Carlos  Pérez González,97.0,64.0,77.0
12013,Ana Laura  Fernández Gómez,95.0,70.0,43.0
16941,Sofía Carlos  Gómez Rodríguez,68.0,42.0,41.0
16135,María Lucia  Pérez Fernández,63.0,97.0,98.0
12777,Carlos Luis  Fernández Pérez,98.0,53.0,63.0
18531,Luis Lucia  Gómez Pérez,41.0,82.0,53.0
10840,Carlos Lucia  Martínez López,101.0,50.0,92.0
13784,María María  González Martínez,44.0,92.0,87.0
17820,Isabel Betsua  González González,75.0,93.0,58.0
16286,Andrés María  Gómez González,84.0,53.0,100.0
10501,Carlos Luis  Pérez Martínez,62.0,61.0,97.0
13907,Ana Carlos  Fernández González,74.0,97.0,90.0
11328,Sofía Ana  Pérez Rodríguez,71.0,48.0,100.0
15051,Sofía Carlos  López González,44.0,78.0,82.0
11612,Laura Luis  Fernández Rodríguez,96.0,63.0,100.0
12992,Ana Angel  Martínez Pérez,57.0,56.0,90.0
12108,Andrés Ana  Gómez Martínez,68.0,74.0,97.0
17170,Andrés Luis  Gómez Fernández,93.0,99.0,65.0
10248,Isabel Pedro  Pérez González,60.0,68.0,84.0
15933,Luis Pedro  Fernández Gómez,82.0,69.0,68.0
18609,Andrés Pedro  Fernández Fernández,80.0,77.0,57.0
16781,María María  Martínez Martínez,50.0,59.0,51.0
12040,Leticia María  Rodríguez López,96.0,61.0,93.0
18639,Andrés Laura  Gómez Fernández,79.0,55.0,48.0
14039,Sofía Angel  Martínez Pérez,67.0,59.0,41.0
18189,Andrés Ana  Martínez Gómez,51.0,101.0,78.0
14615,Leticia Lucia  Pérez Gómez,42.0,41.0,45.0
14399,Carlos Lucia  Fernández Rodríguez,73.0,74.0,63.0
16622,Ana Ana  Gómez Pérez,66.0,69.0,74.0
17069,María Laura  Pérez Fernández,50.0,98.0,100.0
17712,Pedro Angel  González Martínez,45.0,88.0,82.0
10956,María Juan  Gómez Gómez,69.0,58.0,49.0
12690,Leticia Carlos  Rodríguez Martínez,60.0,65.0,68.0
18589,Andrés Angel  Gómez Rodríguez,46.0,77.0,70.0
15854,Pedro Lucia  López Rodríguez,94.0,64.0,88.0
13317,Ana Luis  Rodríguez López,80.0,100.0,85.0
14083,Ana Juan  Pérez Pérez,77.0,73.0,88.0
12476,Ana Laura  López López,48.0,60.0,78.0
13625,Sofía Lucia  Gómez Rodríguez,81.0,83.0,96.0
14928,Carlos Juan  González González,51.0,44.0,67.0
12380,María Laura  González Rodríguez,61.0,98.0,69.0
13052,Ana Carlos  Rodríguez Pérez,63.0,90.0,87.0
19038,Ana Pedro  López González,56.0,94.0,100.0
14102,Luis Pedro  López Martínez,44.0,89.0,52.0
18915,Ana Laura  González González,43.0,48.0,48.0
10446,Sofía Angel  Martínez López,85.0,87.0,97.0
12969,Sofía María  Fernández Martínez,83.0,100.0,95.0
13811,Leticia Ana  Martínez González,41.0,70.0,60.0
16838,Isabel Luis  González Pérez,45.0,50.0,78.0
12569,Laura Angel  González Fernández,71.0,63.0,94.0
13987,Luis Juan  Fernández Fernández,69.0,90.0,85.0
19174,Sofía Lucia  López Rodríguez,68.0,63.0,57.0
12110,Luis Pedro  Pérez López,41.0,86.0,47.0
19525,Andrés Laura  Fernández Martínez,55.0,69.0,46.0
12752,María Ana  González López,47.0,89.0,42.0
14062,Sofía Pedro  Martínez Pérez,59.0,48.0,45.0
18585,Isabel Angel  Gómez Gómez,90.0,99.0,48.0
14905,Laura Pedro  Fernández Fernández,74.0,89.0,80.0
10344,Ana María  Gómez González,44.0,81.0,62.0
17551,Sofía Luis  Gómez Rodríguez,76.0,70.0,78.0
13273,María Betsua  Rodríguez Fernández,63.0,97.0,58.0
11021,María María  López Pérez,51.0,75.0,88.0
16750,Pedro Angel  Gómez Gómez,72.0,92.0,58.0
12749,Pedro María  Pérez Pérez,64.0,51.0,93.0
16242,Isabel Ana  Martínez Pérez,75.0,86.0,45.0
18282,Sofía Laura  Gómez López,91.0,99.0,54.0
16355,Isabel Ana  Fernández Martínez,47.0,42.0,61.0
13481,Ana Angel  Fernández Pérez,60.0,64.0,70.0
16304,Andrés Ana  Gómez Gómez,59.0,90.0,96.0
18736,Leticia Angel  Martínez Pérez,81.0,61.0,79.0
18620,Leticia Ana  Fernández Martínez,88.0,52.0,85.0
18080,Pedro Betsua  Pérez Rodríguez,49.0,60.0,41.0
11688,Ana Laura  López Fernández,85.0,50.0,100.0
12077,Isabel Juan  Martínez Gómez,51.0,96.0,79.0
11408,Andrés Ana  González Fernández,78.0,65.0,69.0
18729,Leticia Lucia  Rodríguez Rodríguez,95.0,91.0,69.0
10190,Luis Angel  Gómez Pérez,93.0,99.0,59.0
11339,Pedro Luis  González Rodríguez,57.0,64.0,41.0
10172,María Carlos  Rodríguez González,90.0,96.0,98.0
13981,Andrés Carlos  Martínez Rodríguez,52.0,50.0,44.0
16485,Carlos Luis  Gómez Fernández,81.0,69.0,77.0
17379,Ana Luis  Gómez Rodríguez,49.0,65.0,88.0
14518,Laura Betsua  Gómez González,79.0,43.0,59.0
16757,Carlos Juan  Fernández Gómez,73.0,92.0,69.0
15657,Isabel Angel  Gómez Fernández,71.0,99.0,76.0
16492,Leticia Juan  López Gómez,71.0,99.0,57.0
14231,Carlos Carlos  Fernández González,97.0,95.0,49.0
11255,Sofía Carlos  Gómez Martínez,68.0,89.0,57.0
12584,María Luis  Fernández Gómez,61.0,68.0,56.0
19601,María Lucia  Fernández Martínez,80.0,86.0,83.0
13975,Leticia Carlos  Rodríguez López,79.0,52.0,85.0
13438,Sofía Juan  Fernández López,94.0,68.0,96.0
10742,Ana Luis  Pérez López,82.0,90.0,43.0
10879,Andrés Juan  Rodríguez Gómez,68.0,90.0,94.0
18376,Leticia Juan  López Gómez,93.0,83.0,94.0
11098,Leticia Carlos  Fernández Fernández,69.0,44.0,99.0
17311,Carlos Carlos  Rodríguez Martínez,51.0,83.0,89.0
14079,Laura Pedro  González Pérez,60.0,86.0,96.0
17382,Pedro Pedro  Rodríguez Pérez,48.0,85.0,89.0
12203,Pedro Angel  Martínez Pérez,89.0,52.0,51.0
19827,Isabel Pedro  Gómez Gómez,69.0,79.0,81.0
18350,Ana Ana  González Gómez,79.0,47.0,61.0
14737,María Laura  Gómez Fernández,52.0,61.0,41.0
10221,Pedro Pedro  Martínez Fernández,62.0,41.0,43.0
19803,Pedro Ana  Gómez Rodríguez,69.0,69.0,93.0
12420,Ana Luis  Martínez Rodríguez,52.0,58.0,93.0
15754,Leticia Lucia  Fernández Pérez,51.0,46.0,51.0
15865,Isabel Angel  López Fernández,79.0,70.0,79.0
16013,Carlos Juan  González Martínez,59.0,42.0,73.0
14871,Andrés Juan  López Fernández,54.0,91.0,64.0
18220,Leticia Ana  Martínez Pérez,96.0,55.0,97.0
14153,Leticia Laura  López Rodríguez,78.0,76.0,82.0
12189,Andrés Pedro  Martínez Pérez,77.0,55.0,88.0
10368,Ana Luis  Fernández López,55.0,86.0,70.0
17855,Laura Juan  Rodríguez Rodríguez,71.0,98.0,51.0
13270,Luis Juan  Rodríguez Fernández,101.0,97.0,71.0
19970,Luis Luis  Pérez Fernández,100.0,72.0,93.0
16502,Andrés Carlos  Rodríguez Rodríguez,51.0,98.0,84.0
15560,Carlos Luis  González Pérez,93.0,89.0,44.0
17758,Laura Carlos  Martínez Martínez,70.0,91.0,83.0
14938,María Ana  González Pérez,63.0,48.0,73.0
17215,María Juan  Pérez Fernández,65.0,81.0,58.0
12282,Carlos Angel  López González,43.0,53.0,84.0
17789,Carlos Betsua  Fernández González,81.0,87.0,97.0
14848,Ana María  Martínez Gómez,41.0,47.0,89.0
15437,Laura Betsua  Pérez Fernández,63.0,54.0,48.0
15718,Carlos Ana  Martínez Fernández,52.0,78.0,76.0
19881,Laura Carlos  Rodríguez González,86.0,87.0,97.0
16237,Ana Lucia  Rodríguez Gómez,83.0,72.0,71.0
16485,Carlos Carlos  Rodríguez Fernández,45.0,67.0,45.0
19482,Laura Angel  González Gómez,76.0,49.0,59.0
16574,Carlos Angel  Martínez Martínez,74.0,81.0,85.0
18216,Leticia Juan  Fernández Pérez,92.0,47.0,82.0
14880,María María  Fernández Gómez,93.0,91.0,53.0
19252,Andrés Ana  Rodríguez Martínez,44.0,67.0,99.0
13854,Luis Ana  López González,79.0,51.0,93.0
13093,Isabel Betsua  Fernández Fernández,42.0,80.0,84.0
17066,Laura Pedro  Rodríguez Martínez,71.0,62.0,74.0
13545,Laura Juan  González Pérez,44.0,90.0,64.0
14344,María Luis  Fernández Fernández,57.0,77.0,57.0
18427,Isabel Luis  Gómez Gómez,91.0,57.0,46.0
12742,Luis Pedro  Rodríguez López,100.0,88.0,56.0
18350,Leticia Luis  Pérez López,84.0,54.0,89.0
12298,Leticia Pedro  López López,41.0,56.0,68.0
19787,Pedro Luis  Gómez Fernández,57.0,40.0,55.0
18476,Sofía María  Pérez Pérez,76.0,81.0,54.0
18711,Pedro María  Fernández López,48.0,79.0,66.0
18295,Carlos Angel  Rodríguez Gómez,66.0,62.0,88.0
17796,Pedro Luis  Gómez González,90.0,82.0,71.0
15598,María Laura  López Martínez,84.0,77.0,45.0
14243,Isabel Carlos  López Fernández,59.0,47.0,100.0
17101,Ana Carlos  Rodríguez Pérez,68.0,64.0,71.0
14942,Leticia Ana  Gómez Gómez,82.0,81.0,70.0
17474,Laura Lucia  Pérez Pérez,68.0,51.0,93.0
18629,Andrés Ana  López Pérez,80.0,83.0,65.0
10854,Pedro María  González González,63.0,82.0,92.0
13183,Andrés Ana  Gómez Fernández,45.0,72.0,98.0
14210,Carlos Juan  Gómez Fernández,60.0,64.0,42.0
17517,Luis María  González Fernández,91.0,51.0,68.0
11126,Ana Laura  Fernández Fernández,96.0,80.0,65.0
10299,Pedro Angel  Rodríguez Rodríguez,72.0,45.0,76.0
13297,Isabel Ana  Fernández López,46.0,98.0,100.0
19784,Ana Juan  López Gómez,100.0,71.0,91.0
11691,Ana Juan  González Rodríguez,77.0,42.0,51.0
14200,Leticia Laura  Martínez Gómez,52.0,66.0,75.0
10017,Leticia María  Martínez Rodríguez,82.0,46.0,71.0
13548,Isabel Luis  López Pérez,71.0,86.0,80.0
13031,Ana Carlos  Rodríguez González,81.0,44.0,86.0
12844,Andrés María  López Martínez,88.0,69.0,59.0
15904,Pedro Lucia  López Rodríguez,69.0,81.0,43.0
19984,Ana Juan  Rodríguez Rodríguez,56.0,46.0,89.0
14385,Andrés María  Martínez Martínez,80.0,61.0,44.0
10147,Carlos Carlos  González Rodríguez,51.0,89.0,86.0
10270,Isabel Luis  Rodríguez Martínez,68.0,65.0,73.0
10338,Leticia Juan  Gómez Fernández,63.0,99.0,85.0
19954,Luis Carlos  Rodríguez Fernández,55.0,96.0,94.0
12743,Pedro Angel  Gómez Martínez,46.0,78.0,88.0
15085,Carlos Luis  Martínez González,97.0,41.0,85.0
13868,Leticia Angel  González Pérez,100.0,63.0,67.0
16439,Isabel Pedro  Rodríguez López,42.0,80.0,57.0
18188,Laura María  Fernández Martínez,91.0,51.0,76.0
15951,Andrés Betsua  Fernández López,99.0,75.0,100.0
15811,Pedro Laura  López Gómez,76.0,41.0,92.0
11438,Laura Laura  Martínez Fernández,50.0,82.0,94.0
19536,Pedro Angel  López González,63.0,66.0,48.0
17076,Ana Betsua  Pérez Gómez,56.0,51.0,62.0
11889,Pedro Angel  Rodríguez Gómez,76.0,97.0,58.0
10405,Luis Betsua  Gómez Pérez,85.0,56.0,66.0
12821,Carlos Pedro  López Rodríguez,91.0,84.0,98.0
10233,Laura Carlos  Gómez Gómez,86.0,66.0,66.0
19730,Laura Betsua  Fernández López,64.0,99.0,48.0
18711,Isabel Pedro  Rodríguez Pérez,98.0,96.0,83.0
14465,Andrés Angel  Pérez Pérez,61.0,90.0,80.0
15780,Laura Juan  Pérez Martínez,49.0,78.0,46.0
13417,Leticia María  Rodríguez González,86.0,93.0,62.0
16290,Leticia Betsua  López González,49.0,57.0,93.0
13224,Isabel Betsua  Rodríguez González,54.0,78.0,94.0
15230,Carlos Luis  Pérez Martínez,79.0,59.0,62.0
13022,Ana Pedro  López Gómez,65.0,52.0,83.0
12929,Isabel Luis  López López,41.0,58.0,91.0
18131,Carlos María  Pérez Fernández,82.0,42.0,95.0
12476,Isabel María  Fernández Pérez,72.0,95.0,43.0
19689,Andrés Betsua  Gómez Rodríguez,69.0,84.0,96.0
18284,Leticia Lucia  López López,87.0,94.0,66.0
16679,Isabel Angel  López Martínez,46.0,66.0,43.0
19614,Andrés Angel  González López,83.0,75.0,98.0
13714,Andrés Luis  López Rodríguez,80.0,40.0,49.0
10045,Isabel Ana  González Rodríguez,82.0,61.0,46.0
10887,Andrés Pedro  González Pérez,57.0,42.0,49.0
17145,Ana Pedro  Martínez Fernández,65.0,80.0,80.0
19903,Isabel Betsua  Rodríguez Gómez,84.0,79.0,46.0
10513,Laura Angel  Pérez González,56.0,70.0,61.0
12220,Leticia Ana  Martínez Rodríguez,69.0,71.0,81.0
18232,María Juan  Rodríguez Martínez,42.0,91.0,77.0
11396,Pedro Lucia  Martínez Martínez,91.0,59.0,70.0
16870,Andrés Betsua  Martínez Gómez,59.0,56.0,83.0
15084,Sofía Juan  Rodríguez Pérez,47.0,89.0,88.0
15435,Isabel Lucia  Pérez Martínez,100.0,72.0,58.0
13097,Carlos Laura  Martínez Rodríguez,45.0,77.0,88.0
11007,María Laura  Martínez González,83.0,54.0,100.0
15556,Pedro Laura  González González,84.0,69.0,79.0
12263,Leticia Pedro  Fernández Fernández,59.0,60.0,81.0
15179,Pedro Carlos  Martínez González,64.0,56.0,72.0
14495,Sofía María  Martínez López,57.0,69.0,90.0
17963,Sofía Laura  Gómez López,61.0,95.0,97.0
17884,María Ana  Rodríguez Gómez,81.0,80.0,65.0
19977,Ana Ana  Pérez López,54.0,88.0,68.0
15416,Pedro Carlos  Gómez Fernández,49.0,48.0,92.0
14416,Leticia Laura  Rodríguez Fernández,53.0,50.0,70.0
11276,Sofía Luis  Rodríguez Gómez,60.0,92.0,86.0
17514,Luis Laura  López Martínez,83.0,57.0,61.0
12614,Leticia María  Martínez Rodríguez,42.0,77.0,84.0
11764,Andrés María  Rodríguez Gómez,83.0,98.0,98.0
18395,Ana Luis  Gómez Rodríguez,99.0,61.0,50.0
